path,id,cam,color,type
VeRi\image_query\0720_c019_00074915_0.jpg,720,19,black,sedan
VeRi\image_query\0721_c001_00066700_0.jpg,721,1,black,sedan
VeRi\image_query\0721_c002_00064895_0.jpg,721,2,black,sedan
VeRi\image_query\0721_c003_00062560_0.jpg,721,3,black,sedan
VeRi\image_query\0721_c004_00062445_0.jpg,721,4,black,sedan
VeRi\image_query\0721_c006_00063200_0.jpg,721,6,black,sedan
VeRi\image_query\0721_c010_00063150_0.jpg,721,10,black,sedan
VeRi\image_query\0721_c011_00063195_0.jpg,721,11,black,sedan
VeRi\image_query\0721_c012_00067405_0.jpg,721,12,black,sedan
VeRi\image_query\0721_c013_00067275_0.jpg,721,13,black,sedan
VeRi\image_query\0727_c003_00000870_0.jpg,727,3,black,sedan
VeRi\image_query\0727_c004_00000825_0.jpg,727,4,black,sedan
VeRi\image_query\0727_c006_00000315_0.jpg,727,6,black,sedan
VeRi\image_query\0727_c010_00000395_0.jpg,727,10,black,sedan
VeRi\image_query\0727_c011_00000255_0.jpg,727,11,black,sedan
VeRi\image_query\0729_c003_00002130_1.jpg,729,3,black,sedan
VeRi\image_query\0729_c008_00030525_0.jpg,729,8,black,sedan
VeRi\image_query\0729_c009_00030455_0.jpg,729,9,black,sedan
VeRi\image_query\0742_c001_00030990_0.jpg,742,1,black,sedan
VeRi\image_query\0742_c002_00029225_0.jpg,742,2,black,sedan
VeRi\image_query\0742_c003_00026615_0.jpg,742,3,black,sedan
VeRi\image_query\0742_c004_00026470_0.jpg,742,4,black,sedan
VeRi\image_query\0742_c006_00027145_0.jpg,742,6,black,sedan
VeRi\image_query\0742_c008_00026360_0.jpg,742,8,black,sedan
VeRi\image_query\0742_c009_00026380_0.jpg,742,9,black,sedan
VeRi\image_query\0742_c010_00027100_0.jpg,742,10,black,sedan
VeRi\image_query\0742_c011_00027115_0.jpg,742,11,black,sedan
VeRi\image_query\0742_c012_00031370_0.jpg,742,12,black,sedan
VeRi\image_query\0742_c013_00031270_0.jpg,742,13,black,sedan
VeRi\image_query\0742_c014_00019835_0.jpg,742,14,black,sedan
VeRi\image_query\0742_c016_00020140_0.jpg,742,16,black,sedan
VeRi\image_query\0753_c003_00047915_0.jpg,753,3,black,sedan
VeRi\image_query\0753_c004_00047805_0.jpg,753,4,black,sedan
VeRi\image_query\0753_c006_00048460_0.jpg,753,6,black,sedan
VeRi\image_query\0753_c008_00047700_0.jpg,753,8,black,sedan
VeRi\image_query\0753_c009_00047770_0.jpg,753,9,black,sedan
VeRi\image_query\0753_c010_00048445_0.jpg,753,10,black,sedan
VeRi\image_query\0753_c011_00048440_0.jpg,753,11,black,sedan
VeRi\image_query\0761_c001_00088035_0.jpg,761,1,black,sedan
VeRi\image_query\0761_c002_00087670_0.jpg,761,2,black,sedan
VeRi\image_query\0761_c012_00088550_0.jpg,761,12,black,sedan
VeRi\image_query\0761_c013_00088445_0.jpg,761,13,black,sedan
VeRi\image_query\0761_c017_00089240_0.jpg,761,17,black,sedan
VeRi\image_query\0768_c001_00055555_0.jpg,768,1,black,sedan
VeRi\image_query\0768_c012_00056330_0.jpg,768,12,black,sedan
VeRi\image_query\0768_c013_00056150_0.jpg,768,13,black,sedan
VeRi\image_query\0768_c014_00058350_0.jpg,768,14,black,sedan
VeRi\image_query\0768_c015_00058160_0.jpg,768,15,black,sedan
VeRi\image_query\0768_c017_00057115_0.jpg,768,17,black,sedan
VeRi\image_query\0768_c019_00057375_0.jpg,768,19,black,sedan
VeRi\image_query\0770_c001_00033585_0.jpg,770,1,black,sedan
VeRi\image_query\0770_c002_00034030_0.jpg,770,2,black,sedan
VeRi\image_query\0770_c012_00033125_0.jpg,770,12,black,sedan
VeRi\image_query\0770_c013_00033180_0.jpg,770,13,black,sedan
VeRi\image_query\0770_c014_00031600_0.jpg,770,14,black,sedan
VeRi\image_query\0770_c015_00031585_0.jpg,770,15,black,sedan
VeRi\image_query\0770_c016_00031370_0.jpg,770,16,black,sedan
VeRi\image_query\0770_c017_00032375_0.jpg,770,17,black,sedan
VeRi\image_query\0770_c019_00032155_0.jpg,770,19,black,sedan
VeRi\image_query\0771_c005_00071170_0.jpg,771,5,black,sedan
VeRi\image_query\0771_c007_00071260_0.jpg,771,7,black,sedan
VeRi\image_query\0771_c008_00070645_0.jpg,771,8,black,sedan
VeRi\image_query\0771_c009_00070575_0.jpg,771,9,black,sedan
VeRi\image_query\0772_c003_00006540_0.jpg,772,3,black,sedan
VeRi\image_query\0772_c005_00007185_0.jpg,772,5,black,sedan
VeRi\image_query\0772_c007_00007260_0.jpg,772,7,black,sedan
VeRi\image_query\0772_c008_00006745_0.jpg,772,8,black,sedan
VeRi\image_query\0772_c009_00006630_0.jpg,772,9,black,sedan
VeRi\image_query\0773_c005_00006795_0.jpg,773,5,black,sedan
VeRi\image_query\0773_c007_00006865_0.jpg,773,7,black,sedan
VeRi\image_query\0773_c008_00005795_0.jpg,773,8,black,sedan
VeRi\image_query\0774_c003_00056685_0.jpg,774,3,black,sedan
VeRi\image_query\0774_c008_00056855_0.jpg,774,8,black,sedan
VeRi\image_query\0774_c009_00056825_0.jpg,774,9,black,sedan
VeRi\image_query\0775_c003_00071550_0.jpg,775,3,black,sedan
VeRi\image_query\0775_c008_00071725_0.jpg,775,8,black,sedan
VeRi\image_query\0775_c009_00071670_0.jpg,775,9,black,sedan
VeRi\image_query\0776_c005_00000520_0.jpg,776,5,black,sedan
VeRi\image_query\0776_c007_00000600_0.jpg,776,7,black,sedan
VeRi\image_query\0776_c009_00000000_0.jpg,776,9,black,sedan
